productId,name,extNumber,imageUrl,url,marketPrice,extRarity,extDescription,extColor,extCardType
450085,Romance Dawn - Booster Pack,,https://tcgplayer-cdn.tcgplayer.com/product/450085_200w.jpg,https://cpt.tcgcsv.com/K2D5,58.54,,,,
450086,Romance Dawn - Booster Box (Wave 1 - Blue),,https://tcgplayer-cdn.tcgplayer.com/product/450086_200w.jpg,https://cpt.tcgcsv.com/L2D5,3998.49,,,,
450087,Romance Dawn - Booster Box Case (Wave 2 - White),,https://tcgplayer-cdn.tcgplayer.com/product/450087_200w.jpg,https://cpt.tcgcsv.com/M2D5,9085.58,,,,
453505,Trafalgar Law (002),OP01-002,https://tcgplayer-cdn.tcgplayer.com/product/453505_200w.jpg,https://cpt.tcgcsv.com/7qF5,0.54,L,"[Activate:Main] [Once Per Turn] (2) <em>(You may rest the specified number of DON!! cards in your cost area.)</em>: If you have 5 Characters, return 1 of your Characters to your hand. Then, play up to 1 Character with a cost of 5 or less from your hand that is a different color than the returned Character.<br><br>
<a href=""https://en.onepiece-cardgame.com/rules/errata_card/#group_20221111-1"">This card has been officially errata'd.</a>",Green;Red,Leader
453506,Monkey.D.Luffy (003) (Parallel),OP01-003,https://tcgplayer-cdn.tcgplayer.com/product/453506_200w.jpg,https://cpt.tcgcsv.com/8qF5,459.69,L,"[Activate:Main] [Once Per Turn] (4) <em>(You may rest the specified number of DON!! cards in your cost area)</em>: Set up to 1 of your ""Supernova"" or ""Straw Hat Crew"" type Character cards with a cost of 5 or less as active. It gains +1000 power during this turn.
<br><br>
<a href=""https://en.onepiece-cardgame.com/rules/errata_card/#group_20221111-4"">This card has been officially errata'd.</a>",Green;Red,Leader
453507,Cavendish (Box Topper),OP01-008,https://tcgplayer-cdn.tcgplayer.com/product/453507_200w.jpg,https://cpt.tcgcsv.com/9qF5,6.32,C,[On Play] <strong>You may add 1 card from your Life area to your hand:</strong> This Character gains [Rush] during this turn. <em>(This card can attack on the turn in which it is played.)</em>,Red,Character
453508,Monkey.D.Luffy (024),OP01-024,https://tcgplayer-cdn.tcgplayer.com/product/453508_200w.jpg,https://cpt.tcgcsv.com/bqF5,6.16,SR,"[DON!! x2] This Character cannot be K.O.'d in battle by ""Strike"" attribute Characters.
<br>
[Activate:Main] [Once Per Turn] Give this Character up to 2 rested DON!! cards.",Red,Character
453509,Monkey.D.Luffy (024) (Parallel),OP01-024,https://tcgplayer-cdn.tcgplayer.com/product/453509_200w.jpg,https://cpt.tcgcsv.com/cqF5,119.5,SR,"[DON!! x2] This Character cannot be K.O.'d in battle by ""Strike"" attribute Characters.
<br>
[Activate:Main] [Once Per Turn] Give this Character up to 2 rested DON!! cards.",Red,Character
453510,Roronoa Zoro (025),OP01-025,https://tcgplayer-cdn.tcgplayer.com/product/453510_200w.jpg,https://cpt.tcgcsv.com/dqF5,4.85,SR,[Rush] <em>(This card can attack on the turn in which it is played.)</em>,Red,Character
453511,Roronoa Zoro (025) (Parallel),OP01-025,https://tcgplayer-cdn.tcgplayer.com/product/453511_200w.jpg,https://cpt.tcgcsv.com/fqF5,112.63,SR,[Rush] <em>(This card can attack on the turn in which it is played.)</em>,Red,Character
